Datetime,Close,High,Low,Open,Volume,Symbol,SMA_20,STD_20,Upper_Band,Lower_Band,Lowest_Low,Highest_High,Stoch,ROC,OBV,CCI,MACD_Line,MACD_Signal,MACD_Hist,RSI,Volume_SMA_20,Volume_Spike,RSI_Overbought,RSI_Oversold,ADX,Volatility,Regime,Regime_Bull,Regime_Sideways,Regime_Bear,Future_Close,Return,Target,PCA_1,PCA_2,Hurst,ATR,ATR_Slope,Target_Mapped,Signal,Rolling_Mean_50
2025-02-03 14:30:00,114.61000061035156,114.8000030517578,112.9800033569336,113.37999725341795,9568380,AMD,117.60112991333008,1.1712508868864977,119.94363168710308,115.25862813955708,112.9800033569336,119.56500244140624,24.753188762948827,-0.03388684764511,874622925.0,-170.25269515795225,-0.4929806844752846,-0.192637712195298,-0.3003429722799866,26.313372510234814,4668835.75,1,0,1,1.195842742919922,0.0070635074662883,Bull,1,0,0,118.06999969482422,0.0301893296051527,1,-2.6056933181408795,-25.12048251287693,0.025441400518922786,2.9099960327148438,1.829994201660142,1,0,
2025-02-03 15:30:00,114.25,115.16000366210938,113.9499969482422,114.56999969482422,4376811,AMD,117.40460510253908,1.380059314496572,120.1647237315322,114.64448647354592,112.9800033569336,119.56500244140624,19.286208346802084,-0.0396334760898814,870246114.0,-152.38983181868164,-0.6587419861333359,-0.2858585669829056,-0.3728834191504303,21.293749396905863,4539221.8,0,0,1,1.177985600062779,0.0056102902603078,Bull,1,0,0,118.69840240478516,0.038935688444509,1,-2.868233234137193,-30.58740001300756,0.02364708544694961,1.2100067138671733,-1.6999893188476705,1,0,
2025-02-03 16:30:00,113.71949768066406,114.6500015258789,113.71949768066406,114.24500274658205,3581488,AMD,117.211669921875,1.6057808710927597,120.42323166406052,114.00010817968948,112.9800033569336,119.56500244140624,11.229983698466825,-0.0434093177320084,866664626.0,-144.98334544797754,-0.823424193976166,-0.3933716923815577,-0.4300525015946082,20.33850914310213,4508115.75,0,0,1,1.187307630266462,0.0055966458344523,Bull,1,0,0,118.78009796142578,0.0445007266473547,1,-3.09467378500554,-38.64283121643341,0.024581830790786175,0.9305038452148438,-0.27950286865232954,1,0,
2025-02-03 17:30:00,113.4032974243164,113.76000213623048,113.04959869384766,113.70999908447266,3722543,AMD,117.03833465576172,1.8177223203677912,120.6737792964973,113.40289001502612,112.9800033569336,119.56500244140624,6.428156814492724,-0.0462296386124614,862942083.0,-133.3183912164615,-0.968288916365367,-0.5083551371783196,-0.4599337791870473,14.788124681385554,4553451.55,0,0,1,1.1799076625279017,0.0055096457601773,Bull,1,0,0,119.61000061035156,0.0547312408634097,1,-3.323840649028142,-43.4440883731907,0.021648326764612997,0.7104034423828267,-0.22010040283201704,1,0,
2025-02-03 18:30:00,114.42009735107422,114.73999786376952,113.38200378417967,113.42040252685548,3089066,AMD,116.85584449768066,1.890463039294645,120.63677057626995,113.07491841909138,112.9800033569336,119.56500244140624,21.869311987246107,-0.0276766449518158,866031149.0,-85.8959629105912,-0.9896400418421508,-0.6046121181110858,-0.3850279237310648,24.204972765163348,4476418.05,0,0,1,1.2369074140276228,0.0053694559898509,Bull,1,0,0,107.09500122070312,-0.0640193139138447,-1,-3.800449678175397,-28.007054282177386,0.026049425754684274,1.3579940795898438,0.647590637207017,2,0,
2025-02-03 19:30:00,114.4583969116211,114.56999969482422,114.26000213623048,114.44000244140624,2370853,AMD,116.70826416015623,1.958896345874832,120.62605685190591,112.79047146840658,112.9800033569336,119.56500244140624,22.45093029964929,-0.0297701889512097,868402002.0,-76.5692121577563,-0.9920349468091983,-0.6820966838507084,-0.30993826295849,21.345167396431734,4436655.1,0,0,1,1.2113358633858815,0.0052981315750883,Bull,1,0,0,109.18499755859376,-0.0460726298403357,-1,-4.056336878369962,-27.4271946879511,0.02603019038533146,0.3099975585937358,-1.047996520996108,2,0,
2025-02-03 20:30:00,114.25,114.61000061035156,114.1999969482422,114.4499969482422,2850200,AMD,116.52380409240725,2.009917109516102,120.54363831143944,112.50396987337504,112.9800033569336,119.56500244140624,19.286208346802084,-0.0259178470479767,865551802.0,-75.41949803607116,-0.9992303103536102,-0.7455234091512889,-0.2537069012023213,21.015387760287567,4153401.7,0,0,1,1.1563361031668526,0.0051216727155791,Bull,1,0,0,111.2699966430664,-0.0260831803670336,-1,-4.337168838477027,-30.594171786703622,0.024310180964137285,0.4100036621093608,0.100006103515625,2,0,
2025-02-04 14:30:00,117.13999938964844,117.78990173339844,114.79000091552734,115.5,10869856,AMD,116.46630401611328,1.9728377798471648,120.4119795758076,112.52062845641896,112.9800033569336,119.4499969482422,64.29675661971498,0.0038778737195366,876421658.0,22.76569587278634,-0.7629392015876277,-0.7490065676385568,-0.0139326339490709,41.89461064884013,4505737.6,1,0,0,1.2259717668805803,0.0078633749602173,Bull,1,0,0,109.7310028076172,-0.0632490747877362,-1,-4.927819652143,14.416170449839145,0.06324692616750464,3.5399017333984375,3.1298980712890767,2,0,
2025-02-04 15:30:00,117.76499938964844,117.7959976196289,116.58000183105467,117.13999938964844,4994626,AMD,116.45005416870116,1.96005694026956,120.37016804924028,112.52994028816204,112.9800033569336,118.25980377197266,90.62835063017135,0.018904633361986,881416284.0,44.72472861822153,-0.5192588263255402,-0.7030570193759536,0.1837981930504133,50.428879736678105,4588501.95,0,0,0,1.1853288922991072,0.0079617970586982,Bull,1,0,0,110.6750030517578,-0.0602046140588171,-1,-5.243199134250773,40.74406643557772,0.05403592798616705,1.215995788574233,-2.3239059448242045,2,0,
2025-02-04 16:30:00,116.88099670410156,118.31999969482422,116.88099670410156,117.7699966430664,5051992,AMD,116.36835403442385,1.9026692529646785,120.1736925403532,112.56301552849447,112.9800033569336,118.31999969482422,73.05235997051108,0.0085511892283403,876364292.0,17.962227499741854,-0.3929424066472933,-0.6410340968302215,0.2480916901829282,44.97952995545955,4748027.65,0,0,0,1.2159723554338728,0.0080761046167058,Bull,1,0,0,111.78990173339844,-0.0435579359713354,-1,-5.198799981535075,23.167752224753585,0.0534757486641048,1.4390029907226562,0.2230072021484233,2,1,
2025-02-04 17:30:00,118.06999969482422,118.35009765625,116.87999725341795,116.9000015258789,3866016,AMD,116.34035415649414,1.8715001508446951,120.08335445818354,112.59735385480477,112.9800033569336,118.35009765625,94.78411465769908,0.0301893296051527,880230308.0,61.61351496728104,-0.1946493332047367,-0.5517571441051246,0.3571078109003878,53.434103856376815,4815076.2,0,0,0,1.2495651245117188,0.0084285255331037,Bull,1,0,0,112.0199966430664,-0.0512408153417063,-1,-5.48562878632157,44.89594053414597,0.057234076886285255,1.4701004028320455,0.03109741210938921,2,1,
2025-02-04 18:30:00,118.69840240478516,118.95999908447266,117.9800033569336,118.05999755859376,5346602,AMD,116.32702445983888,1.852677079003972,120.03237861784682,112.62167030183092,112.9800033569336,118.95999908447266,95.6254704584019,0.0389356884445091,885576910.0,85.3315803320738,0.0130557049959207,-0.4387945742849155,0.4518502792808362,58.83206434797877,4933075.3,0,0,0,1.2345646449497767,0.0084940092254695,Bull,1,0,0,110.09010314941406,-0.0725224525433382,-1,-5.519612682893836,45.73666937112746,0.05839354734138762,0.9799957275390625,-0.49010467529298296,2,0,
2025-02-04 19:30:00,118.78009796142578,118.9499969482422,118.26000213623048,118.69120025634766,4914893,AMD,116.32202949523926,1.8455527676905257,120.01313503062032,112.6309239598582,112.9800033569336,118.95999908447266,96.9916178665748,0.0445007266473547,890491803.0,88.79249293108275,0.1821558140304944,-0.3146044966218335,0.4967603106523279,65.4470152458269,5019257.7,0,0,0,1.1874215262276786,0.0084942695144867,Bull,1,0,0,110.0500030517578,-0.0734979601759807,-1,-5.544046358560365,47.10247085773578,0.05826634271581047,0.6899948120117188,-0.29000091552734375,2,0,
2025-02-04 20:30:00,119.61000061035156,119.62999725341795,118.69000244140624,118.79000091552734,6123984,AMD,116.35752944946287,1.9036646746449075,120.1648587987527,112.55020010017309,112.9800033569336,119.62999725341795,99.6992983245146,0.0547312408634097,896615787.0,113.90210346071451,0.3787688650228205,-0.1759298242929026,0.5546986893157231,67.0984157976979,4859282.15,0,0,0,1.1774210248674666,0.0086373491340104,Bull,1,0,0,109.83000183105467,-0.0817657280276819,-1,-5.506874915460315,49.81137546617904,0.05534709634645184,0.9399948120117188,0.25,2,0,
2025-02-05 14:30:00,107.09500122070312,108.5,106.5,107.68499755859376,41129106,AMD,115.8284294128418,2.784442958578233,121.39731532999826,110.25954349568534,106.5,119.62999725341795,4.531617251848516,-0.0640193139138447,855486681.0,-209.10054714852933,-0.4698535547702249,-0.2347145703883671,-0.2351389843818578,33.00789188047841,6616311.55,1,0,0,1.1902781895228796,0.025002351141186,Sideways,0,1,0,110.26000213623048,0.0295532086414085,1,-5.311616523766702,-45.34142490847579,0.4931592419476355,13.110000610351562,12.170005798339844,1,0,
2025-02-05 15:30:00,109.18499755859376,109.43000030517578,106.75,107.08999633789062,16626883,AMD,115.38915939331056,3.1034558308947844,121.59607105510013,109.182247731521,106.5,119.62999725341795,20.44933831113177,-0.0460726298403356,872113564.0,-133.27426311779286,-0.9626508589384885,-0.3803018280983914,-0.5823490308400969,39.37851820185487,7218845.4,1,0,0,1.2952777317592077,0.025532889540895,Sideways,0,1,0,110.5,0.0120438015369333,0,-6.21568600147836,-29.42892309774111,0.4884001628329454,2.6800003051757812,-10.430000305175781,0,0,
2025-02-05 16:30:00,111.2699966430664,111.61000061035156,108.70999908447266,109.18000030517578,15798987,AMD,115.08816413879394,3.199835861306465,121.48783586140688,108.688492416181,106.5,119.62999725341795,36.32899954967388,-0.0260831803670336,887912551.0,-79.54923650716283,-1.17145051946639,-0.5385315663719913,-0.6329189530943987,45.17771041539812,7852729.55,1,0,0,1.4359561375209264,0.0260190380573368,Sideways,0,1,0,109.66999816894533,-0.014379424125028,0,-6.899517680215865,-13.555302071258955,0.4972478718401226,2.9000015258789062,0.220001220703125,0,0,
2025-02-05 17:30:00,109.7310028076172,111.71880340576172,109.44010162353516,111.3000030517578,10767192,AMD,114.7403392791748,3.389315261684776,121.51896980254436,107.96170875580523,106.5,119.62999725341795,24.607794999927364,-0.0632490747877362,877145359.0,-98.53192724376534,-1.4444588726284309,-0.7197170276232793,-0.7247418450051516,43.10250398300355,8175264.35,0,0,0,1.5479774475097656,0.0261414518098705,Sideways,0,1,0,110.13999938964844,0.0037272655089857,0,-7.356926749530857,-25.278849319614487,0.5011821637253419,2.2787017822265625,-0.6212997436523438,0,0,
2025-02-05 18:30:00,110.6750030517578,110.75,109.57260131835938,109.7300033569336,5868505,AMD,114.49508934020996,3.500982386254176,121.4970541127183,107.4931245677016,106.5,119.62999725341795,31.797440404421916,-0.0602046140588171,883013864.0,-72.74313067956507,-1.566588373463517,-0.8890912967913269,-0.6774970766721904,42.94647837618571,8261749.75,0,0,0,1.5350777762276786,0.0262079704920966,Sideways,0,1,0,107.55010223388672,-0.0282349286804149,-1,-7.849667528676434,-18.092901641456287,0.49968067890667944,1.177398681640625,-1.1013031005859375,2,0,
2025-02-05 19:30:00,111.78990173339844,111.91999816894533,110.11000061035156,110.66999816894533,7427370,AMD,114.29008445739746,3.5348818309056105,121.35984811920868,107.22032079558625,106.5,119.62999725341795,40.288673571667225,-0.0435579359713353,890441234.0,-47.15259412898092,-1.555483234289312,-1.0223696842909242,-0.5331135499983879,45.17002041830317,8417267.65,0,0,0,1.6422206333705358,0.0263266480196998,Sideways,0,1,0,107.54000091552734,-0.0380168579806649,-1,-8.292941124931332,-9.605993763778224,0.5023292369963438,1.8099975585937642,0.6325988769531392,2,0,
2025-02-05 20:30:00,112.0199966430664,112.08999633789062,110.8000030517578,111.78500366210938,7656473,AMD,114.1605842590332,3.5698145899309544,121.30021343889511,107.02095507917127,106.5,119.62999725341795,42.041110417060096,-0.0512408153417063,898097707.0,-39.97570110979155,-1.5107011725207684,-1.120035981936893,-0.3906651905838754,45.96685906201404,8321672.3,0,0,0,1.7050770350864954,0.0262382094605291,Sideways,0,1,0,107.31159973144533,-0.0420317537289671,-1,-8.532596698860942,-7.855656538291278,0.50235019546843,1.2899932861328267,-0.5200042724609375,2,0,
2025-02-06 14:30:00,110.09010314941406,112.55999755859376,109.7300033569336,110.84500122070312,15075735,AMD,113.95258941650393,3.68370188605985,121.3199931886236,106.5851856443842,106.5,119.62999725341795,27.34275628640741,-0.0725224525433382,883021972.0,-69.90225931341095,-1.6123511615402322,-1.218499017857561,-0.3938521436826712,36.79096293297562,8856618.5,1,0,0,1.6929408482142858,0.0264923428125189,Sideways,0,1,0,108.19969940185548,-0.017171423165922,0,-8.723030992161199,-22.55429160008402,0.5085393412026783,2.8299942016601705,1.5400009155273438,0,0,
2025-02-06 15:30:00,110.0500030517578,110.31999969482422,109.0199966430664,110.1050033569336,7073765,AMD,113.7691146850586,3.785888765550221,121.34089221615903,106.19733715395816,106.5,119.62999725341795,27.037348014933396,-0.0734979601759807,875948207.0,-65.49077136378867,-1.676815962305383,-1.3101624067471256,-0.3666535555582577,35.22086996376612,9031232.35,0,0,0,1.698941367013114,0.0264828956613172,Sideways,0,1,0,107.48999786376952,-0.0232622000635863,-1,-9.028304501272828,-22.861629395864927,0.5044832193674303,1.3000030517578125,-1.529991149902358,2,0,
2025-02-06 16:30:00,109.83000183105467,110.38999938964844,109.51000213623048,110.05500030517578,5837375,AMD,113.5904499053955,3.887026240522864,121.36450238644125,105.81639742434976,106.5,119.62999725341795,25.36178619677799,-0.0817657280276819,870110832.0,-64.49571543300546,-1.725763513703896,-1.3932826281384798,-0.3324808855654162,36.14026794830112,9136973.95,0,0,0,1.659012385777065,0.0264811506478681,Sideways,0,1,0,107.31500244140624,-0.0228990198280895,-1,-9.310701742573857,-24.538759192350888,0.5031216933471293,0.8799972534179545,-0.42000579833985796,2,0,
2025-02-06 17:30:00,110.26000213623048,110.48999786376952,109.7300033569336,109.83999633789062,4535526,AMD,113.38244514465332,3.951074036158726,121.28459321697076,105.48029707233589,106.5,119.62999725341795,28.636732085009957,0.0295532086414085,874646358.0,-52.68513455408898,-1.710143895569587,-1.4566548816247014,-0.2534890139448855,34.176180488914824,9209296.95,0,0,0,1.608290536063058,0.0264025923897341,Sideways,0,1,0,107.5199966430664,-0.0248504030480489,-1,-9.700983981915186,-21.267068339912157,0.5033700604124633,0.7599945068359233,-0.12000274658203125,2,0,
2025-02-06 18:30:00,110.5,111.08999633789062,110.18009948730467,110.25499725341795,4721013,AMD,113.18452529907226,3.9932581819502975,121.17104166297284,105.19800893517169,106.5,119.62999725341795,30.464591292726507,0.0120438015369332,879367371.0,-44.81762638850376,-1.6592723549577215,-1.4971783762913056,-0.1620939786664159,33.12361814916875,9326804.95,0,0,0,1.603283473423549,0.0264125367714999,Sideways,0,1,0,110.33999633789062,-0.0014479969421662,0,-10.059730505870933,-19.44245363745544,0.5034255435368462,0.9098968505859517,0.14990234375002842,0,0,
2025-02-06 19:30:00,109.66999816894533,112.01000213623048,109.56060028076172,110.49500274658205,4590961,AMD,112.95552520751951,4.059711883852755,121.07494897522504,104.83610143981402,106.5,119.62999725341795,24.143174653902584,-0.014379424125028,874776410.0,-53.95336964087181,-1.6667176204318963,-1.531086225119424,-0.1356313953124723,31.807365853435584,9413843.0,0,0,0,1.7289554050990514,0.0264478543009659,Sideways,0,1,0,110.5999984741211,0.0084799883350333,0,-10.380781707296308,-25.766406058258287,0.5043141853000993,2.449401855468764,1.5395050048828125,0,0,
2025-02-06 20:30:00,110.13999938964844,110.1500015258789,109.4000015258789,109.6750030517578,5349345,AMD,112.60552520751952,3.980950114497356,120.56742543651424,104.64362497852484,106.5,112.55999755859376,60.06602072778914,0.0037272655089857,880125755.0,-41.28873337535571,-1.616063897765173,-1.548081759648574,-0.067982138116599,30.81285058517426,9137817.45,0,0,0,1.7153843470982142,0.0257269535806085,Sideways,0,1,0,110.92849731445312,0.0071590514724371,0,-11.383593300533391,10.144522011922398,0.5048460672199099,0.75,-1.6994018554687642,0,0,
